token,label
"('form', 'director')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Sono')","('misc', None)"
"('form', 'tornato')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Al')","('misc', None)"
"('form', 'principio')","('misc', None)"
"('form', 'uno')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'ríe')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'pero')","('misc', None)"
"('form', 'después')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'avergüenza')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'La')","('misc', None)"
"('form', 'película')","('misc', None)"
"('form', 'nos')","('misc', None)"
"('form', 'muestra')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'Mussolini')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'alien')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'que')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'si')","('misc', None)"
"('form', 'da')","('misc', None)"
"('form', 'miedo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'porque')","('misc', None)"
"('form', 'podría')","('misc', None)"
"('form', 'hacer')","('misc', None)"
"('form', 'volver')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'fascismo')","('misc', None)"
"('form', 'al')","('misc', None)"
"('form', 'poder')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'sino')","('misc', None)"
"('form', 'porque')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'muy')","('misc', None)"
"('form', 'parecido')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'nosotros')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'forma')","('misc', None)"
"('form', 'parte')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'nuestro')","('misc', None)"
"('form', 'paisaje')","('misc', None)"
"('form', 'moral')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'agrega')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Además')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'muestra')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'italianos')","('misc', None)"
"('form', 'son')","('misc', None)"
"('form', 'mucho')","('misc', None)"
"('form', 'menos')","('misc', None)"
"('form', 'distantes')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'figura')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'nuestro')","('misc', None)"
"('form', 'dictador')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'alemanes')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'puntualiza')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Miniero')","('misc', None)"
"('form', 'nunca')","('misc', None)"
"('form', 'imaginó')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'Sono')","('misc', None)"
"('form', 'tornato')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'estrenarí')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'período')","('misc', None)"
"('form', 'tan')","('misc', None)"
"('form', 'al')","('misc', None)"
"('form', 'rojo')","('misc', None)"
"('form', 'vivo')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'tendría')","('misc', None)"
"('form', 'semejante')","('misc', None)"
"('form', 'repercusión')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'No')","('misc', None)"
"('form', 'sé')","('misc', None)"
"('form', 'si')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'italianos')","('misc', None)"
"('form', 'están')","('misc', None)"
"('form', 'listos')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'retorno')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'fascismo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'pero')","('misc', None)"
"('form', 'ya')","('misc', None)"
"('form', 'están')","('misc', None)"
"('form', 'dentro')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'populismo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'cual')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'problema')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Por')","('misc', None)"
"('form', 'eso')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'espero')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'película')","('misc', None)"
"('form', 'nos')","('misc', None)"
"('form', 'haga')","('misc', None)"
"('form', 'reflexionar')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', None)"
"('form', 'ARTICLE0010')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'El')","('misc', None)"
"('form', 'boom')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'glamping')","('misc', None)"
"('form', 'acapara')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'verano')","('misc', None)"
"('form', 'británico')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Esta')","('misc', None)"
"('form', 'modalidad')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'alojamiento')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'nace')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'unión')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'palabras')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'camping')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'glamour')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'redefine')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'vacaciones')","('misc', None)"
"('form', 'naturales')","('misc', None)"
"('form', 'Uno')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'domos')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'Craftycamping')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'región')","('misc', None)"
"('form', 'inglesa')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Dorset')","('misc', None)"
"('form', 'Crédito')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ':')","('misc', None)"
"('form', 'Gentileza')","('misc', None)"
"('form', 'Crafty')","('misc', None)"
"('form', 'Camping')","('misc', None)"
"('form', 'LONDRES')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '-')","('misc', None)"
"('form', 'No')","('misc', None)"
"('form', 'más')","('misc', None)"
"('form', 'bolsa')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'dormir')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'ni')","('misc', None)"
"('form', 'garrafa')","('misc', None)"
"('form', 'portátil')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'cocinar')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Se')","('misc', None)"
"('form', 'terminaron')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'horas')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'ingenio')","('misc', None)"
"('form', 'desperdiciadas')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'dilucidar')","('misc', None)"
"('form', 'cómo')","('misc', None)"
"('form', 'armar')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'carpa')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'El')","('misc', None)"
"('form', 'glamping')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'nueva')","('misc', None)"
"('form', 'manera')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'experimentar')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'naturaleza')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'cada')","('misc', None)"
"('form', 'vez')","('misc', None)"
"('form', 'más')","('misc', None)"
"('form', 'popular')","('misc', None)"
"('form', 'entre')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'británicos')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Aunque')","('misc', None)"
"('form', 'esta')","('misc', None)"
"('form', 'modalidad')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'novedad')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'sí')","('misc', None)"
"('form', 'misma')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'interesante')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'comenzó')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'transformarse')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'algo')","('misc', None)"
"('form', 'masivo')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'verano')","('misc', None)"
"('form', 'inglés')","('misc', None)"
"('form', 'y')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'como')","('misc', None)"
"('form', 'muchos')","('misc', None)"
"('form', 'saben')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'hábitos')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'ponen')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'moda')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'Gran')","('misc', None)"
"('form', 'Bretaña')","('misc', None)"
"('form', 'suelen')","('misc', None)"
"('form', 'adoptarse')","('misc', None)"
"('form', 'luego')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'resto')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Europa')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Estas')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'carpas')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', None)"
"('form', 'boutique')","('misc', None)"
"('form', 'apuntan')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'generar')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'experiencia')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'inmersión')","('misc', None)"
"('form', 'total')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'naturaleza')","('misc', None)"
"('form', 'pero')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'comodidad')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'hotel')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'alta')","('misc', None)"
"('form', 'gama')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Las')","('misc', None)"
"('form', 'hay')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'todo')","('misc', None)"
"('form', 'tipo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ':')","('misc', None)"
"('form', 'casitas')","('misc', None)"
"('form', 'arriba')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'árboles')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'cápsulas')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'vidrio')","('misc', None)"
"('form', 'insertadas')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'paisajes')","('misc', None)"
"('form', 'fastuosos')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'iglús')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'hielo')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'hasta')","('misc', None)"
"('form', 'terrazas')","('misc', None)"
"('form', 'preparadas')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'dormir')","('misc', None)"
"('form', 'bajo')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'estrellas')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'No')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'quedan')","('misc', None)"
"('form', 'atrás')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'tiendas')","('misc', None)"
"('form', 'inspiradas')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'safaris')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'África')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'años')","('misc', None)"
"('form', '20')","('misc', None)"
"('form', 'o')","('misc', None)"
"('form', 'carpas')","('misc', None)"
"('form', 'similares')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'podrían')","('misc', None)"
"('form', 'utilizar')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'beduinos')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'Sahara')","('misc', None)"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Con')","('misc', None)"
"('form', 'mi')","('misc', None)"
"('form', 'familia')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'hemos')","('misc', None)"
"('form', 'ido')","('misc', None)"
"('form', 'varias')","('misc', None)"
"('form', 'veces')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'glamping')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'dice')","('misc', None)"
"('form', 'Martina')","('misc', None)"
"('form', 'Florez')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'Argentina')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'madre')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'dos')","('misc', None)"
"('form', 'hijas')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'vive')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'Londres')","('misc', None)"
"('form', 'hace')","('misc', None)"
"('form', 'más')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', '10')","('misc', None)"
"('form', 'años')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Es')","('misc', None)"
"('form', 'perfecto')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'ir')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'niños')","('misc', None)"
"('form', 'pequeños')","('misc', None)"
"('form', 'porque')","('misc', None)"
"('form', 'vivís')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'aventura')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'cercanía')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'naturaleza')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'ofrece')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'camping')","('misc', None)"
"('form', '-')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'sin')","('misc', None)"
"('form', 'electricidad')","('misc', None)"
"('form', 'ni')","('misc', None)"
"('form', 'conexión')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'Internet')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '-')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'pero')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'todas')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'comodidades')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Dormís')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'buena')","('misc', None)"
"('form', 'cama')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'tenés')","('misc', None)"
"('form', 'tu')","('misc', None)"
"('form', 'propio')","('misc', None)"
"('form', 'baño')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'agua')","('misc', None)"
"('form', 'caliente')","('misc', None)"
"('form', 'dentro')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'carpa')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'sobre')","('misc', None)"
"('form', 'todo')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'gran')","('misc', None)"
"('form', 'ventaja')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'tener')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'armar')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'desarmar')","('misc', None)"
"('form', 'todo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'agrega')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Pero')","('misc', None)"
"('form', 'esta')","('misc', None)"
"('form', 'versión')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'camping')","('misc', None)"
"('form', '2.0')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'aún')","('misc', None)"
"('form', 'más')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'carpa')","('misc', None)"
"('form', 'prearmada')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'le')","('misc', None)"
"('form', 'han')","('misc', None)"
"('form', 'agregado')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'cama')","('misc', None)"
"('form', 'king')","('misc', None)"
"('form', 'size')","('misc', None)"
"('form', 'o')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'baño')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'ducha')","('misc', None)"
"('form', 'caliente')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Los')","('misc', None)"
"('form', 'amenities')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'encuentran')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'lugares')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'glamping')","('misc', None)"
"('form', 'exceden')","('misc', None)"
"('form', 'cualquier')","('misc', None)"
"('form', 'experiencia')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'camping')","('misc', None)"
"('form', 'tradicional')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Y')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'supuesto')","('misc', None)"
"('form', 'abundan')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'detalles')","('misc', None)"
"('form', 'ideados')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'generar')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'experiencia')","('misc', None)"
"('form', 'única')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'encantadora')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'van')","('misc', None)"
"('form', 'desde')","('misc', None)"
"('form', 'cocinas')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'leña')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'sin')","('misc', None)"
"('form', 'fin')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'velas')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'portavelas')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'candelabros')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'muy')","('misc', None)"
"('form', 'anglosajones')","('misc', None)"
"('form', 'pinches')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'calentar')","('misc', None)"
"('form', 'malvaviscos')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'fogata')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'muchos')","('misc', None)"
"('form', 'adornos')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'típicas')","('misc', None)"
"('form', 'estampas')","('misc', None)"
"('form', 'florales')","('misc', None)"
"('form', 'al')","('misc', None)"
"('form', 'estilo')","('misc', None)"
"('form', 'Cath')","('misc', None)"
"('form', 'Kidston')","('misc', None)"
"('form', 'sin')","('misc', None)"
"('form', 'olvidarnos')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'tazas')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'platos')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'melamina')","('misc', None)"
"('form', 'o')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'infaltables')","('misc', None)"
"('form', 'huevos')","('misc', None)"
"('form', 'frescos')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'van')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'buscar')","('misc', None)"
"('form', 'al')","('misc', None)"
"('form', 'gallinero')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'mañana')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Hoy')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'Brexit')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'libra')","('misc', None)"
"('form', 'más')","('misc', None)"
"('form', 'débil')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'han')","('misc', None)"
"('form', 'dado')","('misc', None)"
"('form', 'lugar')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'este')","('misc', None)"
"('form', 'año')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'estime')","('misc', None)"
"('form', '-')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'según')","('misc', None)"
"('form', 'cifras')","('misc', None)"
"('form', 'oficiales')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '-')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'record')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', '7.3')","('misc', None)"
"('form', 'millones')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'personas')","('misc', None)"
"('form', 'veraneando')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'isla')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'cuales')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'espera')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'al')","('misc', None)"
"('form', 'menos')","('misc', None)"
"('form', '5.4')","('misc', None)"
"('form', 'millones')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'hagan')","('misc', None)"
"('form', 'durmiendo')","('misc', None)"
"('form', 'bajo')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'estrellas')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Para')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'glampinero')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'alternativa')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'viajes')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'Europa')","('misc', None)"
"('form', 'Continental')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
